tip_id,DOB,GraduatedDate,InterviewedDate,StartDate,EndDate,DriversLicense,Course,CreatedDate
592,1997-11-14,2019-05-03,,2019-02-18,2019-05-03,No,Introduction to Masonry,2018-07-12
593,1982-07-30,2017-09-07,,2017-07-24,2017-09-07,No,Introduction to Masonry,2018-07-12
594,1998-09-14,2017-10-13,,2017-07-31,2017-10-13,Yes,Introduction to Masonry,2018-07-12
595,1991-03-17,2017-10-20,,2017-08-07,2017-10-20,Yes,Introduction to Masonry,2018-07-12
596,1997-08-26,,,,,No,Introduction to Masonry,2018-07-12
597,1994-07-26,,,2017-07-24,2017-07-31,Yes,Introduction to Masonry,2018-07-12
598,1973-05-28,,,2017-08-21,2017-09-18,No,Introduction to Masonry,2018-07-12
599,1986-01-02,,,2017-08-08,2017-09-22,No,Introduction to Masonry,2018-07-12
600,1993-05-14,2017-10-27,,2017-08-14,2017-10-27,No,Introduction to Masonry,2018-07-12
601,1987-09-14,,,2017-08-28,,Yes,Introduction to Masonry,2018-07-12
602,1994-09-28,,,2017-08-07,2017-08-11,No,Introduction to Masonry,2018-07-12
603,1990-04-07,,,2017-08-14,2017-08-18,No,Introduction to Masonry,2018-07-12
604,1990-12-20,,,,,No,Introduction to Masonry,2018-07-12
605,1986-04-17,2017-11-10,,2017-08-28,2017-11-10,No,Introduction to Masonry,2018-07-12
606,1983-01-27,,,,,No,Introduction to Masonry,2018-07-12
607,1988-01-22,2017-10-20,,2017-09-11,2017-10-20,Yes,Introduction to Masonry,2018-07-12
608,1987-07-11,,,2017-09-05,2017-09-12,Yes,Introduction to Masonry,2018-07-12
609,1994-07-16,,,,,No,Introduction to Masonry,2018-07-12
610,1994-04-20,,,2017-09-05,2017-09-18,Yes,Introduction to Masonry,2018-07-12
611,1994-11-23,,,,,No,Introduction to Masonry,2018-07-12
612,1980-05-31,2017-10-02,,2017-09-11,2017-10-02,No,Introduction to Masonry,2018-07-12
613,1986-01-17,,,2017-09-18,,No,Introduction to Masonry,2018-07-12
614,1993-11-05,,,2017-09-11,2017-09-14,Yes,Introduction to Masonry,2018-07-12
615,1979-01-17,,,,,No,Introduction to Masonry,2018-07-12
616,1990-06-18,,,2017-09-11,2017-09-20,No,Introduction to Masonry,2018-07-12
617,1980-09-21,2017-12-08,,2017-09-18,2017-12-08,No,Introduction to Masonry,2018-07-12
618,1996-06-19,2017-12-01,,2017-09-18,2017-12-01,No,Introduction to Masonry,2018-07-12
619,1990-09-23,,,,,No,Introduction to Masonry,2018-07-12
620,1981-12-23,,,2017-09-25,2017-09-25,No,Introduction to Masonry,2018-07-12
621,1992-11-12,,,,,Yes,Introduction to Masonry,2018-07-12
622,1999-02-14,,,,,Yes,Introduction to Masonry,2018-07-12
623,1980-12-31,2017-12-08,,2017-09-25,2017-12-08,,Introduction to Masonry,2018-07-12
624,1994-11-22,,,2017-09-18,2022-06-27,No,Introduction to Masonry,2018-07-12
625,1991-10-11,2024-08-09,2024-05-08,2024-05-13,2024-08-09,No,Carpentry,2018-07-12
626,1987-04-09,,,,,Yes,Introduction to Masonry,2018-07-12
627,1988-12-02,,,2017-10-02,2017-10-03,No,Introduction to Masonry,2018-07-12
628,2000-02-04,2017-12-15,,2017-10-02,2017-12-15,No,Introduction to Masonry,2018-07-12
629,1999-02-25,,2021-06-01,2021-06-03,2021-06-11,No,Introduction to Masonry,2018-07-12
630,1987-06-08,,,2017-10-02,2017-10-16,No,Introduction to Masonry,2018-07-12
631,1989-07-15,,,,,Yes,Introduction to Masonry,2018-07-12
632,1997-12-09,,,2017-10-09,2017-12-07,Yes,Introduction to Masonry,2018-07-12
633,1971-06-27,2017-12-15,,2017-10-02,2017-12-15,,Introduction to Masonry,2018-07-12
634,1985-12-22,,,2017-10-30,,No,Introduction to Masonry,2018-07-12
635,1995-08-17,,,2017-10-16,2018-01-26,No,Introduction to Masonry,2018-07-12
636,1990-08-27,,,,,No,Introduction to Masonry,2018-07-12
637,1978-03-10,2017-12-29,,2017-10-16,2017-12-29,Yes,Introduction to Masonry,2018-07-12
638,1987-02-20,,,,,No,Introduction to Masonry,2018-07-12
639,1987-12-02,,,,,No,Introduction to Masonry,2018-07-12
640,1990-08-17,,,,,,Introduction to Masonry,2018-07-12
641,1990-02-23,,,,,No,Introduction to Masonry,2018-07-12
642,1991-09-03,,,,,Yes,Introduction to Masonry,2018-07-12
643,1986-08-08,2018-01-18,,2017-10-30,2018-01-18,No,Introduction to Masonry,2018-07-12
644,1985-10-19,2018-01-05,,2017-10-23,2018-01-05,No,Introduction to Masonry,2018-07-12
645,1989-08-15,,,,,No,Introduction to Masonry,2018-07-12
646,1992-06-28,2018-01-12,,2017-10-30,2018-01-12,Yes,Introduction to Masonry,2018-07-12
647,1996-12-14,,,2017-11-07,2017-11-17,No,Introduction to Masonry,2018-07-12
648,1988-06-01,2018-01-19,,2017-10-30,2018-01-19,No,Introduction to Masonry,2018-07-12
649,1984-11-12,,,,,No,Introduction to Masonry,2018-07-12
650,1985-10-01,,,2017-11-13,2017-12-29,No,Introduction to Masonry,2018-07-12
651,1990-03-14,,,,,No,Introduction to Masonry,2018-07-12
652,1977-07-18,,,2017-11-13,2017-12-29,No,Introduction to Masonry,2018-07-12
653,1992-05-04,,,,,Yes,Introduction to Masonry,2018-07-12
654,1997-03-19,,,,,Yes,Introduction to Masonry,2018-07-12
655,1992-03-03,,,,,No,Introduction to Masonry,2018-07-12
656,1992-07-24,,,,,Yes,Introduction to Masonry,2018-07-12
657,1990-07-18,2018-03-02,,2017-12-18,2018-03-02,No,Introduction to Masonry,2018-07-12
658,1994-09-04,2018-02-23,,2017-12-11,2018-02-23,No,Introduction to Masonry,2018-07-12
659,1997-08-03,,,2017-12-27,2017-12-28,No,Introduction to Masonry,2018-07-12
660,1985-09-09,,,2017-12-11,2017-12-14,No,Introduction to Masonry,2018-07-12
661,1995-01-03,,,2017-12-04,2018-01-05,No,Introduction to Masonry,2018-07-12
662,1983-03-10,2018-02-16,,2017-12-04,2018-02-16,No,Introduction to Masonry,2018-07-12
663,1985-02-09,,,,,No,Introduction to Masonry,2018-07-12
664,1984-05-18,,,,,No,Introduction to Masonry,2018-07-12
665,1989-08-07,2018-02-23,,2017-12-11,2018-02-23,No,Introduction to Masonry,2018-07-12
666,1966-06-10,,,,,Yes,Introduction to Masonry,2018-07-12
667,1979-08-12,,,2017-12-18,2018-01-08,No,Introduction to Masonry,2018-07-12
668,1996-03-01,2018-02-23,,2017-12-11,2018-02-23,Yes,Introduction to Masonry,2018-07-12
669,1996-07-01,,,2017-12-18,2017-12-29,No,Introduction to Masonry,2018-07-12
670,1978-04-15,,,,,No,Introduction to Masonry,2018-07-12
671,1985-09-25,,,2017-12-27,2018-01-09,No,Introduction to Masonry,2018-07-12
672,1981-01-15,,2023-06-13,2023-06-20,2023-06-23,No,Introduction to Masonry,2018-07-12
673,1990-12-05,2018-03-16,,2018-01-08,2018-03-16,Yes,Introduction to Masonry,2018-07-12
674,1992-11-19,,,2018-01-08,2018-01-12,,Introduction to Masonry,2018-07-12
675,1995-05-25,2018-03-05,,2018-01-08,2018-03-05,Yes,Introduction to Masonry,2018-07-12
676,1986-01-12,,,2018-01-15,2018-03-26,No,Introduction to Masonry,2018-07-12
677,1982-03-10,,,,,No,Introduction to Masonry,2018-07-12
678,1969-12-28,,,,,Yes,Introduction to Masonry,2018-07-12
679,1974-04-24,,,,,Yes,Introduction to Masonry,2018-07-12
680,1989-09-15,,,2018-01-16,2018-01-24,No,Introduction to Masonry,2018-07-12
681,1989-06-29,,,2018-01-15,2018-03-19,No,Introduction to Masonry,2018-07-12
682,1996-03-12,,,2018-01-22,2018-01-24,Yes,Introduction to Masonry,2018-07-12
683,1993-11-01,2018-05-11,,2018-01-16,2018-05-11,Yes,Introduction to Masonry,2018-07-12
684,1983-10-27,,,,,Yes,Introduction to Masonry,2018-07-12
685,1989-07-15,,,2018-01-22,2018-01-23,No,Introduction to Masonry,2018-07-12
686,1993-07-21,,,2018-01-22,2018-02-02,Yes,Introduction to Masonry,2018-07-12
687,1995-03-03,2018-04-06,,2018-01-22,2018-04-06,No,Introduction to Masonry,2018-07-12
688,1990-04-06,2018-03-05,,2018-02-19,2018-03-05,No,Introduction to Masonry,2018-07-12
689,1980-05-08,,,2018-01-30,2018-01-30,No,Introduction to Masonry,2018-07-12
690,1989-01-20,,,2018-01-29,2018-01-30,No,Introduction to Masonry,2018-07-12
691,1985-02-01,2018-04-27,,2018-02-05,2018-04-27,No,Introduction to Masonry,2018-07-12
692,1990-12-31,,,2018-02-05,2018-02-06,No,Introduction to Masonry,2018-07-12
693,1985-11-20,,,,,No,Introduction to Masonry,2018-07-12
694,1993-10-26,2018-04-27,,2018-02-12,2018-04-27,No,Introduction to Masonry,2018-07-12
695,1972-07-12,,,,,No,Introduction to Masonry,2018-07-12
696,1993-06-04,,,2018-02-05,2018-04-11,No,Introduction to Masonry,2018-07-12
697,1972-09-06,2018-03-05,,2018-02-05,2018-03-05,No,Introduction to Masonry,2018-07-12
698,1992-03-03,,,2018-02-05,2018-02-08,Yes,Introduction to Masonry,2018-07-12
699,1980-08-16,2018-08-17,,2018-02-12,2018-08-17,No,Introduction to Masonry,2018-07-12
700,1993-01-20,2018-04-04,,2018-02-26,2018-04-04,No,Introduction to Masonry,2018-07-12
701,1995-10-26,,,,,No,Introduction to Masonry,2018-07-12
702,1969-06-21,,,,,Yes,Introduction to Masonry,2018-07-12
703,1989-04-24,,,,,Yes,Introduction to Masonry,2018-07-12
704,1994-11-22,,,2018-02-26,2018-02-28,No,Introduction to Masonry,2018-07-12
705,1995-10-30,2018-05-11,,2018-03-05,2018-05-11,No,Introduction to Masonry,2018-07-12
706,1995-04-06,,,2018-03-05,2018-03-29,No,Introduction to Masonry,2018-07-12
707,1993-03-06,,,2018-03-05,,No,Introduction to Masonry,2018-07-12
708,1991-01-24,,,2018-03-05,2018-03-21,No,Introduction to Masonry,2018-07-12
709,1977-05-21,2018-04-17,,2018-03-12,2018-04-17,Yes,Introduction to Masonry,2018-07-12
710,1986-02-19,2018-06-25,,2018-03-12,2018-06-25,Yes,Introduction to Masonry,2018-07-12
711,1992-09-28,,,2018-03-12,2018-03-29,No,Introduction to Masonry,2018-07-12
712,1993-01-26,2018-05-11,,2018-03-12,2018-05-11,No,Introduction to Masonry,2018-07-12
713,1997-02-22,2018-05-25,,2018-03-12,2018-05-25,Yes,Introduction to Masonry,2018-07-12
714,1993-03-03,2018-05-15,,2018-03-19,2018-05-15,No,Introduction to Masonry,2018-07-12
715,1997-06-26,2018-06-01,,2018-03-19,2018-06-01,No,Introduction to Masonry,2018-07-12
716,1995-07-12,,,2018-03-26,2018-04-20,No,Introduction to Masonry,2018-07-12
717,1995-11-20,,,2018-03-26,2018-05-15,No,Introduction to Masonry,2018-07-12
718,1977-11-09,,,2018-04-09,2018-04-09,No,Introduction to Masonry,2018-07-12
719,1993-12-23,,,,,No,Introduction to Masonry,2018-07-12
720,1987-07-24,,,,,No,Introduction to Masonry,2018-07-12
721,1994-11-15,,,,,No,Introduction to Masonry,2018-07-12
722,1989-06-15,2018-07-06,,2018-03-26,2018-07-06,No,Introduction to Masonry,2018-07-12
723,1997-12-04,2018-06-22,,2018-04-09,2018-06-22,Yes,Introduction to Masonry,2018-07-12
724,1988-08-08,2019-11-22,,2019-09-09,2019-11-22,Yes,Introduction to Masonry,2018-07-12
725,1995-03-16,,,2018-04-02,2018-05-15,No,Introduction to Masonry,2018-07-12
726,1992-09-15,2018-06-22,,2018-04-09,2018-06-22,Yes,Introduction to Masonry,2018-07-12
727,1993-09-23,2018-07-06,,2018-04-16,2018-07-06,No,Introduction to Masonry,2018-07-12
728,1981-03-22,,,2018-04-23,2018-06-14,No,Introduction to Masonry,2018-07-12
729,1982-07-06,,,2018-04-16,2018-06-12,No,Introduction to Masonry,2018-07-12
730,1991-05-20,,,,,No,Introduction to Masonry,2018-07-12
731,1994-08-17,,,2018-04-23,2018-06-12,No,Introduction to Masonry,2018-07-12
732,1989-08-31,2018-07-27,,2018-05-21,2018-07-27,No,Introduction to Masonry,2018-07-12
733,1975-10-19,2018-07-06,,2018-04-23,2018-07-06,No,Introduction to Masonry,2018-07-12
734,1981-07-22,2018-07-27,,2018-05-14,2018-07-27,Yes,Introduction to Masonry,2018-07-12
735,1995-02-23,,,,,No,Introduction to Masonry,2018-07-12
736,1989-12-03,2018-07-06,,2018-05-07,2018-07-06,No,Welding,2018-07-12
737,1990-12-28,2018-07-13,,2018-05-07,2018-07-13,No,Introduction to Masonry,2018-07-12
738,1998-07-23,2018-08-03,,2018-05-14,2018-08-03,Yes,Introduction to Masonry,2018-07-12
739,1986-07-09,,,,,No,Introduction to Masonry,2018-07-12
740,1993-11-13,2018-07-06,,2018-05-14,2018-07-06,Yes,Introduction to Masonry,2018-07-12
741,1986-05-29,2018-07-06,,2018-05-21,2018-07-06,No,Introduction to Masonry,2018-07-12
742,1984-12-15,,,,,No,Introduction to Masonry,2018-07-12
743,2001-04-28,,,,,No,Introduction to Masonry,2018-07-12
744,1986-03-28,,,2018-06-04,2018-06-14,No,Introduction to Masonry,2018-07-12
745,1973-05-25,,,2018-05-29,2018-07-16,No,Introduction to Masonry,2018-07-12
746,1993-03-31,,,2018-06-11,2018-06-13,Yes,Introduction to Masonry,2018-07-12
747,1997-07-13,,,,,No,Introduction to Masonry,2018-07-12
748,1978-12-20,2018-07-06,,2018-05-29,2018-07-06,No,Introduction to Masonry,2018-07-12
749,1994-10-05,,,,,No,Introduction to Masonry,2018-07-12
750,1995-03-05,,,,,No,Introduction to Masonry,2018-07-12
751,1992-05-05,2018-08-24,,2018-06-11,2018-08-24,Yes,Introduction to Masonry,2018-07-12
752,1993-06-18,2018-07-06,,2018-06-04,2018-07-06,Yes,Introduction to Masonry,2018-07-12
753,1993-02-16,,,2018-06-04,2018-06-29,,Introduction to Masonry,2018-07-12
754,1996-09-11,,,2018-06-18,,No,Introduction to Masonry,2018-07-12
755,1992-05-12,,,2018-06-18,2018-06-29,Yes,Introduction to Masonry,2018-07-12
756,1993-08-26,,,2018-06-19,2018-06-20,No,Introduction to Masonry,2018-07-12
757,1993-04-03,2018-09-04,,2018-06-25,2018-09-04,No,Introduction to Masonry,2018-07-12
758,1979-08-24,2018-09-07,,2018-06-25,2018-09-07,No,Introduction to Masonry,2018-07-12
759,1996-10-07,,,,,,Introduction to Masonry,2018-07-12
760,1994-04-08,2018-07-18,,2018-06-25,2018-07-18,No,Introduction to Masonry,2018-07-12
761,1974-12-28,,,,,No,Introduction to Masonry,2018-07-12
762,1987-12-06,,,,,Yes,Introduction to Masonry,2018-07-12
763,1991-07-10,,,,,Yes,Introduction to Masonry,2018-07-12
764,1993-06-08,2018-08-24,,2018-07-09,2018-08-24,Yes,Introduction to Masonry,2018-07-12
765,1979-03-21,2018-08-17,,2018-07-09,2018-08-17,No,Introduction to Masonry,2018-07-12
766,1994-11-18,,,,,No,Introduction to Masonry,2018-07-12
767,1994-09-07,,,,,Yes,Introduction to Masonry,2018-07-12
768,1985-06-18,,,,,No,Introduction to Masonry,2018-07-12
769,1994-11-23,2018-09-21,,2018-07-10,2018-09-21,No,Introduction to Masonry,2018-07-12
770,1980-06-25,,,,,No,Introduction to Masonry,2018-07-12
771,1992-06-18,,,,,No,Introduction to Masonry,2018-07-12
772,1980-06-21,,,2018-07-23,,No,Introduction to Masonry,2018-07-12
773,1992-06-22,2018-10-05,,2018-07-23,2018-10-05,No,Introduction to Masonry,2018-07-19
774,1994-11-05,,,,,,Introduction to Masonry,2018-07-19
775,1998-07-11,,,2018-07-23,,,Introduction to Masonry,2018-07-19
776,1987-07-17,,,,,,Introduction to Masonry,2018-07-20
777,1989-07-13,,,,,,Introduction to Masonry,2018-07-20
778,1981-08-21,2018-10-12,,2018-07-30,2018-10-12,,Introduction to Masonry,2018-07-20
779,1988-10-10,2018-09-19,,2018-07-30,2018-09-19,,Introduction to Masonry,2018-07-26
780,1981-07-24,,,,,,Introduction to Masonry,2018-07-26
781,1974-10-14,2018-10-19,,2018-08-06,2018-10-19,,Introduction to Masonry,2018-08-01
782,1987-02-02,2018-10-19,,2018-08-06,2018-10-19,,Introduction to Masonry,2018-08-01
783,1987-04-03,,,2019-04-29,,,,2018-08-01
784,1998-09-21,,,2018-08-06,2018-09-26,,Introduction to Masonry,2018-08-03
785,1990-09-16,,,2018-08-13,,,Introduction to Masonry,2018-08-03
786,1995-12-29,,,2018-08-08,,,Introduction to Masonry,2018-08-07
787,1990-04-08,,,2018-08-13,2018-08-23,,Introduction to Masonry,2018-08-07
788,1985-12-09,2018-10-12,,2018-08-13,2018-10-12,,Introduction to Masonry,2018-08-07
789,1989-01-22,,,,,,Introduction to Masonry,2018-08-07
790,1981-01-14,,,,,,Introduction to Masonry,2018-08-08
791,1975-07-03,,,2018-09-04,2018-10-25,,Introduction to Masonry,2018-08-10
792,1990-11-12,2018-10-16,,2018-08-13,2018-10-16,,Introduction to Masonry,2018-08-10
793,1998-11-04,,,2018-08-27,2018-09-27,,Introduction to Masonry,2018-08-10
794,1998-12-13,2018-11-02,,2018-08-20,2018-11-02,,Introduction to Masonry,2018-08-16
795,1989-06-21,2018-11-09,,2018-08-20,2018-11-09,,Introduction to Masonry,2018-08-16
796,1993-02-27,,,2018-08-20,,,Introduction to Masonry,2018-08-16
797,1999-08-06,,,2018-08-27,2018-09-26,,Introduction to Masonry,2018-08-17
798,1997-04-24,,,,,,,2018-08-22
799,1991-10-02,2018-11-09,,2018-08-27,2018-11-09,,Introduction to Masonry,2018-08-22
800,1986-04-21,,,2018-09-04,2018-09-26,,Introduction to Masonry,2018-08-22
801,1989-07-21,,,,,,Introduction to Masonry,2018-08-29
802,1985-06-03,,,,,,Introduction to Masonry,2018-08-29
803,1991-10-31,2018-11-16,,2018-09-04,2018-11-16,,Introduction to Masonry,2018-08-29
804,1987-06-26,,,,,,Introduction to Masonry,2018-08-29
805,1980-03-15,2018-11-21,,2018-09-10,2018-11-21,,Introduction to Masonry,2018-09-06
806,1990-11-30,2018-09-27,,2018-09-17,2018-09-27,,Introduction to Masonry,2018-09-11
807,1999-10-12,,,2018-09-17,2018-09-20,,Introduction to Masonry,2018-09-11
808,1992-04-20,,,,,Yes,Introduction to Masonry,2018-09-19
809,1991-04-18,,,,,No,Introduction to Masonry,2018-09-19
810,1992-08-31,,,2018-10-01,2018-10-17,No,Introduction to Masonry,2018-09-19
811,1995-09-14,,,,,No,Introduction to Masonry,2018-09-26
812,1996-12-03,,,,,No,Introduction to Masonry,2018-09-26
813,1996-10-23,,,,,No,Introduction to Masonry,2018-09-26
814,1989-06-20,,,2018-10-01,,No,Introduction to Masonry,2018-09-26
815,1993-10-11,,,,,No,Introduction to Masonry,2018-09-26
816,1993-01-14,2018-10-22,,2018-10-08,2018-10-22,No,Introduction to Masonry,2018-10-03
817,1994-10-29,2018-12-21,,2018-10-08,2018-12-21,No,Introduction to Masonry,2018-10-03
818,1979-04-18,,,2018-10-08,2018-10-19,No,Introduction to Masonry,2018-10-03
819,1977-12-11,2019-01-04,,2018-10-22,2019-01-04,Yes,Introduction to Masonry,2018-10-05
820,1998-06-23,,,2018-10-15,2018-10-26,No,Introduction to Masonry,2018-10-05
821,1986-07-20,2019-01-04,,2018-10-22,2019-01-04,No,Introduction to Masonry,2018-10-05
822,1998-09-10,2018-12-28,,2018-10-16,2018-12-28,Yes,Introduction to Masonry,2018-10-05
823,1990-02-26,,,,,No,Introduction to Masonry,2018-10-09
824,1992-08-28,2019-03-18,,2018-10-15,2019-03-18,Yes,Introduction to Masonry,2018-10-09
825,1987-05-29,,,2018-10-22,2018-11-02,No,Introduction to Masonry,2018-10-09
826,2001-06-27,,,,,No,,2018-10-09
827,1997-02-12,2019-02-15,,2018-10-15,2019-02-15,Yes,Introduction to Masonry,2018-10-09
828,1991-10-03,,,2018-10-22,2018-11-16,No,Introduction to Masonry,2018-10-09
829,1984-08-03,,,,,No,Introduction to Masonry,2018-10-15
830,1992-02-11,2019-01-04,,2018-10-22,2019-01-04,Yes,Introduction to Masonry,2018-10-17
831,2000-06-05,,,,,No,Introduction to Masonry,2018-10-17
832,1989-04-14,,,,,Yes,Introduction to Masonry,2018-10-25
833,1990-03-07,,,,,Yes,Introduction to Masonry,2018-10-26
834,1994-12-18,,,2018-11-26,2019-01-25,No,Introduction to Masonry,2018-10-26
835,1996-09-22,,,2018-10-30,2018-11-14,Yes,Introduction to Masonry,2018-10-26
836,1995-06-12,,,2018-10-30,,No,Introduction to Masonry,2018-10-29
837,1989-07-24,,,2018-11-06,2018-11-19,No,Introduction to Masonry,2018-11-01
838,1988-08-10,,,2018-11-06,2018-12-03,No,Introduction to Masonry,2018-11-01
839,1994-08-01,,,,,No,Introduction to Masonry,2018-11-01
840,1989-11-24,2019-01-25,,2018-11-06,2019-01-25,No,Introduction to Masonry,2018-11-02
841,1981-06-07,,,2018-11-12,2018-11-20,No,Introduction to Masonry,2018-11-08
842,1990-04-30,2019-01-25,,2018-11-12,2019-01-25,No,Introduction to Masonry,2018-11-08
843,1997-06-11,,,2018-11-12,2018-11-20,Yes,Introduction to Masonry,2018-11-08
844,1994-11-10,,,,,No,,2018-11-15
845,1991-04-13,2019-02-08,,2018-11-26,2019-02-08,,Introduction to Masonry,2018-11-15
846,2000-01-10,2019-02-08,,2018-11-26,2019-02-08,No,Introduction to Masonry,2018-11-15
847,1982-08-16,,,2018-11-26,2019-02-08,No,Introduction to Masonry,2018-11-15
848,1993-09-13,,,2018-11-26,,No,Introduction to Masonry,2018-11-15
849,1992-11-03,,,2018-12-03,2019-01-09,No,Introduction to Masonry,2018-11-28
850,1996-03-15,2019-02-08,,2018-12-03,2019-02-08,No,Introduction to Masonry,2018-11-28
851,1986-02-21,2019-02-08,,2018-12-03,2019-02-08,No,Introduction to Masonry,2018-11-30
852,1998-10-19,,,,,No,Introduction to Masonry,2018-12-03
853,1992-11-28,2019-02-08,,2018-12-11,2019-02-08,No,Introduction to Masonry,2018-12-04
854,1992-12-09,,,,,Yes,Introduction to Masonry,2018-12-04
855,1997-09-10,,,,,No,Introduction to Masonry,2018-12-06
856,1999-08-17,2019-03-01,,2018-12-17,2019-03-01,No,Introduction to Masonry,2018-12-13
857,1986-06-15,,,2018-12-17,2019-01-07,No,Introduction to Masonry,2018-12-13
858,1989-08-28,,,,,No,Introduction to Masonry,2018-12-13
859,1987-12-04,,,2019-01-07,2019-02-25,No,Introduction to Masonry,2018-12-20
860,1992-05-24,,,,,Yes,Introduction to Masonry,2018-12-20
861,1987-03-18,2019-08-20,,2019-01-02,2019-08-20,No,Introduction to Masonry,2018-12-20
862,1988-11-22,2019-02-08,,2019-01-02,2019-02-08,Yes,Introduction to Masonry,2018-12-20
863,1979-02-21,,,2019-01-16,2019-02-08,No,Introduction to Masonry,2019-01-04
864,1989-12-05,,,,,Yes,Introduction to Masonry,2019-01-04
865,1996-03-30,2019-03-22,,2019-01-07,2019-03-22,No,Introduction to Masonry,2019-01-04
866,1988-05-06,2019-03-15,,2019-01-21,2019-03-15,No,Introduction to Masonry,2019-01-04
867,1991-12-11,2019-03-13,,2019-01-07,2019-03-13,Yes,Introduction to Masonry,2019-01-04
868,1984-10-12,2019-03-29,,2019-01-14,2019-03-29,Yes,Introduction to Masonry,2019-01-10
869,1987-09-27,2019-03-08,,2019-01-14,2019-03-08,Yes,Introduction to Masonry,2019-01-10
870,1993-06-09,,,2019-01-14,,No,Introduction to Masonry,2019-01-11
871,1995-03-13,,,,,No,Introduction to Masonry,2019-01-11
872,1989-11-04,,,2019-01-28,2019-02-21,No,Introduction to Masonry,2019-01-11
873,1993-02-26,,,2019-01-30,2019-02-13,No,Introduction to Masonry,2019-01-11
874,1987-05-28,,,,,Yes,Introduction to Masonry,2019-01-11
875,1998-02-18,2019-04-05,,2019-01-28,2019-04-05,No,Introduction to Masonry,2019-01-16
876,1975-03-12,,,,,Yes,Introduction to Masonry,2019-01-16
877,1991-05-01,,,,,No,Introduction to Masonry,2019-01-16
878,1997-08-11,,,2019-05-20,2019-05-22,No,Introduction to Masonry,2019-01-28
879,1983-03-10,2019-03-29,,2019-02-04,2019-03-29,No,Introduction to Masonry,2019-01-28
880,1981-01-15,,,,,Yes,Introduction to Masonry,2019-01-28
881,1993-10-17,,,,,Yes,Introduction to Masonry,2019-01-28
882,1994-11-21,2019-05-03,,2019-02-18,2019-05-03,No,Introduction to Masonry,2019-01-28
883,1975-10-20,,,2019-02-11,2019-03-29,No,Introduction to Masonry,2019-01-28
884,1995-06-06,,,2019-02-11,,No,Introduction to Masonry,2019-01-28
885,1992-08-22,2019-04-19,,2019-02-11,2019-04-19,,Introduction to Masonry,2019-02-07
886,1994-06-05,,,,,No,Introduction to Masonry,2019-02-07
887,1988-12-25,,,2019-02-18,2019-05-22,No,Introduction to Masonry,2019-02-13
888,1980-02-10,,,2019-02-18,2019-03-27,No,Introduction to Masonry,2019-02-13
889,1996-08-16,,,,,No,Introduction to Masonry,2019-02-13
890,1993-10-31,,,,,No,Introduction to Masonry,2019-02-13
891,1992-04-16,,,,,,Introduction to Masonry,2019-02-13
892,1994-04-19,2019-05-10,,2019-02-25,2019-05-10,No,Introduction to Masonry,2019-02-15
893,1984-03-18,2019-04-19,,2019-02-18,2019-04-19,No,Introduction to Masonry,2019-02-15
894,1997-02-13,,,2019-02-25,,No,Introduction to Masonry,2019-02-15
895,1991-11-03,,,,,No,Introduction to Masonry,2019-02-15
896,1991-12-28,,,2019-02-25,2019-03-15,No,Introduction to Masonry,2019-02-15
897,1982-07-08,,,,,No,Introduction to Masonry,2019-02-20
898,1991-05-04,2019-05-10,,2019-02-25,2019-05-10,No,Introduction to Masonry,2019-02-20
899,1995-04-25,,,,,No,Introduction to Masonry,2019-02-22
900,1997-06-05,2019-04-12,,2019-02-25,2019-04-12,No,Introduction to Masonry,2019-02-22
901,1991-10-04,2019-04-05,,2019-03-04,2019-04-05,No,Introduction to Masonry,2019-02-22
902,1990-08-05,2019-04-29,,2019-03-04,2019-04-29,No,Introduction to Masonry,2019-02-27
903,1994-05-09,,,,,Yes,Introduction to Masonry,2019-02-27
904,1994-03-12,2019-05-24,,2019-03-11,2019-05-24,No,Introduction to Masonry,2019-03-06
905,1996-05-28,2019-05-31,,2019-03-18,2019-05-31,No,Introduction to Masonry,2019-03-13
906,1994-02-10,2019-06-14,,2019-03-18,2019-06-14,Yes,Introduction to Masonry,2019-03-13
907,1988-09-02,,,,,Yes,Introduction to Masonry,2019-03-13
908,1975-07-24,,,,,No,Introduction to Masonry,2019-03-14
909,1995-05-01,,,2019-03-18,2019-04-11,No,Introduction to Masonry,2019-03-14
910,1991-11-27,,,2019-03-25,,No,Introduction to Masonry,2019-03-18
911,1981-11-20,,,,,No,,2019-03-20
912,1988-02-29,,,2019-03-25,2019-04-24,No,Introduction to Masonry,2019-03-20
913,1991-12-09,,,2019-03-25,2019-05-13,No,Introduction to Masonry,2019-03-20
914,1988-08-05,2019-07-12,2019-03-28,2019-04-01,2019-07-12,No,Introduction to Masonry,2019-03-22
915,1995-10-03,,,,,No,Introduction to Masonry,2019-03-22
916,1995-06-25,,,2019-04-01,,No,Introduction to Masonry,2019-03-27
917,1996-12-13,,,,,No,Introduction to Masonry,2019-03-27
918,1985-10-21,,,,,No,Introduction to Masonry,2019-03-27
919,1990-10-18,,,2019-04-08,2019-05-14,No,Introduction to Masonry,2019-03-27
920,1996-03-05,,,2019-09-09,,No,Introduction to Masonry,2019-04-03
921,1996-05-30,2019-06-28,,2019-04-15,2019-06-28,No,Introduction to Masonry,2019-04-03
922,1999-12-10,,,2019-05-13,,Yes,Introduction to Masonry,2019-04-09
923,1986-12-08,,,,,No,Introduction to Masonry,2019-04-09
